Group;Species;Biolum
Hexacorallia;Trissopathes pseudotristicha;undefined
Hydroidolina;Tubularidae;undefined
Hexacorallia;Urticina;non-bioluminescent
Fishes;Paraliparis megalopus;undefined
Hydroidolina;Anthoathecata;undefined
Fishes;Gadiformes;unlikely
Asterozoa;Hippasteria phrygiana;undefined
Echinoidea;Echinocrepis rostrata;non-bioluminescent
Annelida;Acanthohamingia;non-bioluminescent
Asterozoa;Ophiomusium;bioluminescent
Octocorallia;Alcyoniidae;undefined
Ascidiacea;Ascidiacea;non-bioluminescent
Holothuroidea;Psychropotes depressa;bioluminescent
Echinoidea;Spatangoida;non-bioluminescent
Annelida;Terebella;undefined
Crinoidea;Bathycrinidae;undefined
Crustacea;Lepas;non-bioluminescent
Crustacea;Metacarcinus magister;non-bioluminescent
Ctenophora;Bolinopsidae;bioluminescent
Cephalopoda;Opisthoteuthis;undefined
Fishes;Careproctus microstomus;undefined
Fishes;Paraliparis cephalus;undefined
Asterozoa;Echinasteridae;undefined
Fishes;Lycodapus mandibularis;unlikely
Crustacea;Mysidella americana;undefined
Octocorallia;Plexauridae;undefined
Annelida;Amphitrite;undefined
Asterozoa;Ctenodiscus;undefined
Annelida;Nereididae;undefined
Annelida;Spionidae;undefined
Porifera;Caulophacus;non-bioluminescent
Fishes;Gadidae;undefined
Asterozoa;Hymenodiscus;undefined
Octocorallia;Stylatula;bioluminescent
Holothuroidea;Benthodytes sanguinolenta;likely
Hemichordata;Enteropneusta;undefined
Annelida;Lamellibrachia;non-bioluminescent
Crustacea;Munidopsis tiburon;non-bioluminescent
Crustacea;Valettiopsis concava;undefined
Cephalopoda;Octopodidae;undefined
Fishes;Bassozetus nasus;undefined
Octocorallia;Pennatulidae;likely
Cephalopoda;Benthoctopus robustus;non-bioluminescent
Fishes;Aldrovandia;undefined
Mollusca;Rubyspira osteovora;non-bioluminescent
Annelida;Siboglinidae;undefined
Scyphozoa;Stygiomedusa gigantea;undefined
Octocorallia;Pennatulacea sp. 3;undefined
Hexacorallia;Dofleinia;undefined
Crustacea;Munidopsis albatrossae;non-bioluminescent
Hexacorallia;Corallimorphidae;non-bioluminescent
Octocorallia;Halipteridae;undefined
Asterozoa;Asteriidae;undefined
Fishes;Gobiidae;undefined
Hexacorallia;Metridium;non-bioluminescent
Fishes;Rhinogobiops nicholsii;undefined
Fishes;Myxinidae;non-bioluminescent
Annelida;Euchone;undefined
Hexacorallia;Metridiidae;undefined
Holothuroidea;Laetmogone wyvillethomsoni;likely
Hydroidolina;Candelabridae sp. 1;undefined
Mollusca;Rubyspira;non-bioluminescent
Crustacea;Paguristes;non-bioluminescent
Fishes;Anarrhichthys ocellatus;undefined
Fishes;Cyclopteridae;undefined
Octocorallia;Ptilosarcus;bioluminescent
Mollusca;Mitrella;non-bioluminescent
Mollusca;Yoldia;non-bioluminescent
Fishes;Microstomus;undefined
Fishes;Careproctus gilberti;undefined
Crustacea;Pandalus;non-bioluminescent
Crustacea;Gnathophausia ingens;bioluminescent
Fishes;Citharichthys sordidus;undefined
Fishes;Argentinidae;undefined
Fishes;Agonidae;undefined
Fishes;Cottidae;undefined
Fishes;Raja;undefined
Fishes;Raja stellulata;undefined
Fishes;Zaniolepis latipinnis;undefined
Holothuroidea;Elasipodida;undefined
Mollusca;Polyplacophora;non-bioluminescent
Fishes;Somniosus pacificus;undefined
Mollusca;Opisthobranchia;undefined
Fishes;Squalidae;undefined
Asterozoa;Ophiacantha;bioluminescent
Fishes;Sebastes aleutianus-melanostictus complex;non-bioluminescent
Porifera;Lyssacinosida;non-bioluminescent
Octocorallia;Acanthoptilum;bioluminescent
Fishes;Sebastes paucispinis;non-bioluminescent
Crustacea;Loxorhynchus crispatus;non-bioluminescent
Cephalopoda;Rossia pacifica;non-bioluminescent
Annelida;Myxicola;undefined
Fishes;Hexagrammidae;undefined
Octocorallia;Psammogorgia;undefined
Mollusca;gastropoda;undefined
Hydroidolina;Stylasteridae;non-bioluminescent
Fishes;Porichthys notatus;bioluminescent
Asterozoa;Pedicellaster;undefined
Mollusca;Vermetidae;undefined
Fishes;Merluccius;non-bioluminescent
Holothuroidea;Psolidae;undefined
Octocorallia;Umbellulidae;bioluminescent
Nemertea;Nectonemertes;unlikely
Siphonophora;Apolemia uvaria;bioluminescent
